0	0.54
86400	0.48
172800	1.34
259200	0.16
345600	5.64
432000	6.41
518400	0.66
604800	0.28
691200	0.43
777600	0.77
864000	0.79
950400	2.68
1036800	1.33
1123200	0.44
1209600	1.03
1296000	4.04
1382400	1.07
1468800	1.71
1555200	0.97
1641600	0.47
1728000	0.61
1814400	2.36
1900800	23.22
1987200	1.35
2073600	1.16
2160000	0.41
2246400	0.83
2332800	0.56
2419200	0.51
2505600	0.47
2592000	1.3
2678400	0.48
2764800	3.65
2851200	1.77
2937600	3.45
3024000	0.42
3110400	0.45
3196800	1.92
3283200	0.94
3369600	0.79
3456000	0.59
3542400	6.28
3628800	0.93
3715200	1.18
3801600	0.72
3888000	0.9
3974400	0.59
4060800	0.21
4147200	38.47
4233600	0.27
4320000	0.73
4406400	0.33
4492800	0.93
4579200	1.17
4665600	4.87
4752000	6.07
4838400	0.88
4924800	0.28
5011200	0.2
5097600	3.73
5184000	0.32
5270400	10.72
5356800	3.33
5443200	0.39
5529600	12.35
5616000	0.51
5702400	0.51
5788800	1.29
5875200	1.09
5961600	1.79
6048000	5.64
6134400	6.8
6220800	0.63
6307200	1.4
6393600	0.71
6480000	0.45
6566400	2.23
6652800	3.25
6739200	0.76
6825600	1.95
6912000	0.84
6998400	0.64
7084800	0.92
7171200	0.55
7257600	4.66
7344000	0.55
7430400	0.24
7516800	0.44
7603200	0.27
7689600	3.78
7776000	0.93
7862400	2.04
7948800	1.1
8035200	1.13
8121600	0.56
8208000	2.32
8294400	2.6
8380800	0.33
8467200	0.25
8553600	0.83
8640000	0.93
8726400	0.47
8812800	4.57
8899200	3.15
8985600	0.84
9072000	2.45
9158400	0.45
9244800	0.63
9331200	10.22
9417600	0.64
9504000	0.7
9590400	0.38
9676800	0.14
9763200	2.14
9849600	2.02
9936000	0.68
10022400	3.37
10108800	1.76
10195200	2.5
10281600	0.8
10368000	1.79
10454400	0.86
10540800	0.57
10627200	0.86
10713600	1.47
10800000	2.39
10886400	3.65
10972800	0.18
11059200	2.18
11145600	0.17
11232000	1.62
11318400	2.72
11404800	2.06
11491200	0.22
11577600	1.18
11664000	4.63
11750400	0.42
11836800	0.41
11923200	0.6
12009600	2.55
12096000	3.22
12182400	3
12268800	2.51
12355200	2.31
12441600	0.61
12528000	1.58
12614400	1.7
12700800	0.88
12787200	0.51
12873600	0.32
12960000	0.61
13046400	1.54
13132800	1.51
13219200	0.5
13305600	0.66
13392000	0.4
13478400	0.85
13564800	0.74
13651200	1.06
13737600	0.47
13824000	0.99
13910400	0.47
13996800	2.77
14083200	0.3
14169600	8.28
14256000	1.71
14342400	3.02
14428800	1.81
14515200	1.43
14601600	1.82
14688000	4.48
14774400	1.63
14860800	0.46
14947200	0.51
15033600	0.81
15120000	1.31
15206400	3.52
15292800	0.44
15379200	1.5
15465600	0.76
15552000	1.01
15638400	6.67
15724800	0.25
15811200	0.2
15897600	0.44
15984000	2.11
16070400	0.42
16156800	0.92
16243200	1.46
16329600	1.85
16416000	2.95
16502400	1.65
16588800	2.91
16675200	2.91
16761600	1.54
16848000	0.45
16934400	2.83
17020800	0.6
17107200	1.18
17193600	0.43
17280000	0.55
17366400	0.75
17452800	0.55
17539200	0.73
17625600	0.55
17712000	0.44
17798400	2.14
17884800	1.5
17971200	1.14
18057600	0.48
18144000	5.74
18230400	8.08
18316800	2.62
18403200	0.42
18489600	1.09
18576000	1.03
18662400	0.49
18748800	1.19
18835200	2.42
18921600	0.79
19008000	2.18
19094400	1.27
19180800	0.46
19267200	0.46
19353600	0.66
19440000	0.58
19526400	1.39
19612800	15.38
19699200	1.84
19785600	1.18
19872000	2.53
19958400	0.45
20044800	1.13
20131200	0.91
20217600	0.48
20304000	0.82
20390400	2.12
20476800	0.78
20563200	0.5
20649600	1.93
20736000	3.85
20822400	9.69
20908800	10.22
20995200	0.33
21081600	1.9
21168000	0.52
21254400	2.17
21340800	0.34
21427200	0.84
21513600	2.46
21600000	34.43
21686400	0.5
21772800	0.53
21859200	1.47
21945600	4.76
22032000	7.41
22118400	1.58
22204800	0.77
22291200	3.42
22377600	1.88
22464000	0.32
22550400	3.92
22636800	0.78
22723200	2.18
22809600	1.68
22896000	0.98
22982400	0.65
23068800	1.27
23155200	0.8
23241600	0.53
23328000	5.49
23414400	6.99
23500800	0.61
23587200	0.23
23673600	1.03
23760000	0.65
23846400	1.18
23932800	6.61
24019200	8.61
24105600	0.22
24192000	1.05
24278400	0.29
24364800	0.32
24451200	0.14
24537600	2.44
24624000	0.72
24710400	5.7
24796800	0.17
24883200	0.2
24969600	0.28
25056000	16.73
25142400	1.21
25228800	1.09
25315200	2.14
25401600	0.76
25488000	2.43
25574400	3.94
25660800	1.47
25747200	0.26
25833600	0.79
25920000	0.28
26006400	1.51
26092800	0.76
26179200	3.65
26265600	0.66
26352000	1.53
26438400	2.07
26524800	0.29
26611200	0.26
26697600	5.69
26784000	40
26870400	5.24
26956800	3.3
27043200	0.64
27129600	0.96
27216000	1.8
27302400	0.53
27388800	0.97
27475200	0.53
27561600	0.71
27648000	0.46
27734400	1.98
27820800	1.33
27907200	1.99
27993600	0.68
28080000	1.41
28166400	0.45
28252800	2.38
28339200	0.45
28425600	0.14
28512000	1.14
28598400	2.55
28684800	7.53
28771200	0.3
28857600	4.57
28944000	4.13
29030400	0.58
29116800	1.84
29203200	1.35
29289600	3.62
29376000	1.07
29462400	1.85
29548800	1.07
29635200	0.39
29721600	1.07
29808000	4.11
29894400	0.44
29980800	0.15
30067200	1.71
30153600	0.76
30240000	0.41
30326400	0.28
30412800	3.06
30499200	9.49
30585600	0.38
30672000	2.2
30758400	0.86
30844800	1.72
30931200	1.89
31017600	0.69
31104000	0.61
31190400	2.56
31276800	0.65
31363200	0.15
31449600	1.18
31536000	4.37
31622400	7.39
31708800	1.04
31795200	0.13
31881600	6.02
31968000	1.5
32054400	0.41
32140800	1.43
32227200	2.08
32313600	0.87
32400000	0.57
32486400	0.97
32572800	2.35
32659200	1.2
32745600	2.82
